episode_id,seat,turn,replay_index,day,money,hands,hires_today,unlocked_quadrants,animals,pastures,plants,wheat_reserve,wheat_shed,fertilizer_shed,milk_shed,wool_shed,wheat_price,strawberry_price,melon_price
92983351,1,192,193,8,147.0,6,6,2,"{""COW"":5,""SHEEP"":3}",10,33,15,15,0,0,0,35,181,270
92983351,1,288,289,12,6804.0,8,8,3,"{""COW"":7,""SHEEP"":3}",13,51,25,25,15,0,0,38,206,228
92983351,1,384,385,16,20534.0,5,5,3,"{""COW"":7,""SHEEP"":3}",13,51,37,37,3,0,0,40,214,232
92983351,1,480,481,20,32718.0,7,7,3,"{""COW"":7,""SHEEP"":4}",14,50,48,48,12,0,0,42,197,235
92983351,1,576,577,24,54765.0,6,6,3,"{""COW"":7,""SHEEP"":4}",14,53,45,45,8,0,0,44,99,10
92983351,1,719,719,29,74370.0,10,10,3,"{""COW"":7,""SHEEP"":4}",14,3,16,16,0,0,0,24,188,25
92984293,0,0,1,0,19.0,5,5,1,{},0,0,5,5,0,0,0,28,128,256
92984293,0,24,25,1,19.0,0,0,1,"{""COW"":2,""SHEEP"":2}",6,19,1,1,0,0,0,28,132,260
92984293,0,96,97,4,787.0,4,4,1,"{""COW"":2,""SHEEP"":2}",6,19,5,5,0,0,0,32,149,266
92984293,0,192,193,8,111.0,5,5,2,"{""COW"":4,""SHEEP"":2}",12,38,9,9,0,0,0,35,181,270
92984293,0,288,289,12,11574.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,8,6,0,39,214,171
92984293,0,384,385,16,20079.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,19,1,0,42,235,178
92984293,0,480,481,20,49227.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,24,1,0,46,222,184
92984293,0,576,577,24,75672.0,6,6,3,"{""COW"":8,""SHEEP"":6}",14,57,14,14,5,3,0,49,187,10
92984293,0,719,719,29,122841.0,11,11,3,"{""COW"":8,""SHEEP"":6}",14,4,0,0,0,0,0,44,175,25
92984293,1,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,28,128,256
92984293,1,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92984293,1,96,97,4,665.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,149,266
92984293,1,192,193,8,783.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,35,181,270
92984293,1,288,289,12,7285.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,39,214,171
92984293,1,384,385,16,22733.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,42,235,178
92984293,1,480,481,20,53921.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,46,222,184
92984293,1,576,577,24,93261.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,18,0,0,49,187,10
92984293,1,719,719,29,135243.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,44,175,25
92984546,0,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,27,128,256
92984546,0,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92984546,0,96,97,4,658.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,139,266
92984546,0,192,193,8,735.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,35,145,270
92984546,0,288,289,12,8090.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,38,150,171
92984546,0,384,385,16,25851.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,42,114,178
92984546,0,480,481,20,36340.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,45,3,184
92984546,0,576,577,24,46694.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,18,0,0,49,5,7
92984546,0,719,719,29,66802.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,44,16,16
92984546,1,0,1,0,158.0,5,5,1,{},0,0,0,0,0,0,0,27,128,256
92984546,1,24,25,1,18.0,0,0,1,"{""COW"":2,""SHEEP"":2}",6,19,3,3,0,0,0,28,132,260
92984546,1,96,97,4,142.0,5,5,1,"{""COW"":3,""SHEEP"":2}",6,19,11,8,0,0,0,32,139,266
92984546,1,192,193,8,244.0,5,5,2,"{""COW"":6,""SHEEP"":4}",12,26,10,7,0,0,0,35,145,270
92984546,1,288,289,12,14827.0,5,5,3,"{""COW"":8,""SHEEP"":6}",14,57,15,12,18,0,0,38,150,171
92984546,1,384,385,16,26818.0,5,5,3,"{""COW"":8,""SHEEP"":6}",14,60,15,12,18,0,8,42,114,178
92984546,1,480,481,20,42356.0,5,5,3,"{""COW"":8,""SHEEP"":6}",14,60,15,12,28,0,4,45,3,184
92984546,1,576,577,24,45671.0,5,5,3,"{""COW"":8,""SHEEP"":6}",14,53,15,15,22,0,4,49,5,7
92984546,1,719,719,29,59976.0,6,6,3,"{""COW"":8,""SHEEP"":6}",14,0,0,0,2,0,0,44,16,16
92985226,0,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,28,128,256
92985226,0,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92985226,0,96,97,4,667.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,149,266
92985226,0,192,193,8,816.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,32,173,270
92985226,0,288,289,12,7240.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,34,189,171
92985226,0,384,385,16,21023.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,37,193,178
92985226,0,480,481,20,39791.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,39,53,184
92985226,0,576,577,24,47425.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,18,0,0,42,7,7
92985226,0,719,719,29,60324.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,22,51,22
92985226,1,0,1,0,19.0,5,5,1,{},0,0,5,5,0,0,0,28,128,256
92985226,1,24,25,1,19.0,0,0,1,"{""COW"":2,""SHEEP"":2}",6,19,1,1,0,0,0,28,132,260
92985226,1,96,97,4,788.0,4,4,1,"{""COW"":2,""SHEEP"":2}",6,19,5,5,0,0,0,32,149,266
92985226,1,192,193,8,121.0,5,5,2,"{""COW"":4,""SHEEP"":2}",12,38,9,9,0,0,0,32,173,270
92985226,1,288,289,12,11631.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,22,0,0,34,189,171
92985226,1,384,385,16,18817.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,24,0,0,37,193,178
92985226,1,480,481,20,34824.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,24,0,0,39,53,184
92985226,1,576,577,24,35062.0,6,6,3,"{""COW"":8,""SHEEP"":6}",14,57,14,14,24,0,0,42,7,7
92985226,1,719,719,29,44857.0,10,10,3,"{""COW"":8,""SHEEP"":6}",14,9,0,0,0,0,0,22,51,22
92986205,0,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,28,128,256
92986205,0,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92986205,0,96,97,4,665.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,149,266
92986205,0,192,193,8,783.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,35,181,270
92986205,0,288,289,12,7303.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,39,214,171
92986205,0,384,385,16,23243.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,43,235,178
92986205,0,480,481,20,55851.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,47,218,184
92986205,0,576,577,24,95852.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,18,0,0,51,164,10
92986205,0,719,719,29,143802.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,47,142,25
92986205,1,0,1,0,19.0,5,5,1,{},0,0,5,5,0,0,0,28,128,256
92986205,1,24,25,1,19.0,0,0,1,"{""COW"":2,""SHEEP"":2}",6,19,1,1,0,0,0,28,132,260
92986205,1,96,97,4,787.0,4,4,1,"{""COW"":2,""SHEEP"":2}",6,19,5,5,0,0,0,32,149,266
92986205,1,192,193,8,111.0,5,5,2,"{""COW"":4,""SHEEP"":2}",12,38,9,9,0,0,0,35,181,270
92986205,1,288,289,12,11590.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,8,6,0,39,214,171
92986205,1,384,385,16,20519.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,19,1,0,43,235,178
92986205,1,480,481,20,50884.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,24,1,0,47,218,184
92986205,1,576,577,24,79676.0,6,6,3,"{""COW"":8,""SHEEP"":6}",14,57,14,14,5,3,0,51,164,10
92986205,1,719,719,29,129900.0,11,11,3,"{""COW"":8,""SHEEP"":6}",14,4,0,0,0,0,0,47,142,25
92987093,0,0,1,0,19.0,5,5,1,{},0,0,5,5,0,0,0,28,128,256
92987093,0,24,25,1,19.0,0,0,1,"{""COW"":2,""SHEEP"":2}",6,19,1,1,0,0,0,28,132,260
92987093,0,96,97,4,787.0,4,4,1,"{""COW"":2,""SHEEP"":2}",6,19,5,5,0,0,0,32,139,266
92987093,0,192,193,8,111.0,5,5,2,"{""COW"":4,""SHEEP"":2}",12,38,9,9,0,0,0,35,145,270
92987093,0,288,289,12,11232.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,8,6,0,39,168,171
92987093,0,384,385,16,19801.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,19,1,0,42,173,178
92987093,0,480,481,20,34292.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,24,0,0,45,7,184
92987093,0,576,577,24,37597.0,6,6,3,"{""COW"":8,""SHEEP"":6}",14,57,14,14,5,0,0,49,7,10
92987093,0,719,719,29,51616.0,11,11,3,"{""COW"":8,""SHEEP"":6}",14,4,0,0,0,0,0,44,51,25
92987093,1,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,28,128,256
92987093,1,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92987093,1,96,97,4,665.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,139,266
92987093,1,192,193,8,783.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,35,145,270
92987093,1,288,289,12,7053.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,39,168,171
92987093,1,384,385,16,23403.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,42,173,178
92987093,1,480,481,20,37762.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,45,7,184
92987093,1,576,577,24,45352.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,18,0,0,49,7,10
92987093,1,719,719,29,63625.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,44,51,25
92988024,0,0,1,0,158.0,5,5,1,{},0,0,0,0,0,0,0,27,128,256
92988024,0,24,25,1,18.0,0,0,1,"{""COW"":2,""SHEEP"":2}",6,19,3,3,0,0,0,28,132,260
92988024,0,96,97,4,142.0,5,5,1,"{""COW"":3,""SHEEP"":2}",6,19,11,8,0,0,0,32,139,266
92988024,0,192,193,8,244.0,5,5,2,"{""COW"":6,""SHEEP"":4}",12,26,10,7,0,0,0,35,159,270
92988024,0,288,289,12,14230.0,5,5,3,"{""COW"":8,""SHEEP"":6}",14,57,15,12,18,0,0,38,190,171
92988024,0,384,385,16,23666.0,5,5,3,"{""COW"":8,""SHEEP"":6}",14,60,15,12,18,0,8,41,214,178
92988024,0,480,481,20,45760.0,5,5,3,"{""COW"":8,""SHEEP"":6}",14,60,15,12,28,0,4,44,200,184
92988024,0,576,577,24,71729.0,5,5,3,"{""COW"":8,""SHEEP"":6}",14,53,15,15,22,0,4,47,34,7
92988024,0,719,719,29,99566.0,6,6,3,"{""COW"":8,""SHEEP"":6}",14,0,0,0,2,0,0,41,108,16
92988024,1,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,27,128,256
92988024,1,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92988024,1,96,97,4,658.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,139,266
92988024,1,192,193,8,735.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,35,159,270
92988024,1,288,289,12,7360.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,38,190,171
92988024,1,384,385,16,21318.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,41,214,178
92988024,1,480,481,20,49858.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,44,200,184
92988024,1,576,577,24,85356.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,18,0,0,47,34,7
92988024,1,719,719,29,120972.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,41,108,16
92988954,0,0,1,0,27.0,5,5,1,{},0,0,4,4,0,0,0,28,128,256
92988954,0,24,25,1,26.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92988954,0,96,97,4,490.0,3,3,1,"{""COW"":1,""SHEEP"":3}",5,14,8,8,0,0,0,32,139,266
92988954,0,192,193,8,147.0,6,6,2,"{""COW"":5,""SHEEP"":3}",10,33,15,15,0,0,0,35,145,270
92988954,0,288,289,12,6875.0,8,8,3,"{""COW"":6,""SHEEP"":3}",13,50,27,27,14,0,0,39,150,228
92988954,0,384,385,16,19069.0,5,5,3,"{""COW"":6,""SHEEP"":3}",13,50,43,43,0,0,0,42,91,232
92988954,0,480,481,20,22668.0,7,7,3,"{""COW"":6,""SHEEP"":4}",14,49,58,58,11,0,0,44,5,235
92988954,0,576,577,24,30393.0,6,6,3,"{""COW"":6,""SHEEP"":4}",14,53,49,49,6,0,0,47,9,10
92988954,0,719,719,29,45826.0,10,10,3,"{""COW"":6,""SHEEP"":4}",14,3,20,20,0,0,0,39,89,25
92988954,1,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,28,128,256
92988954,1,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92988954,1,96,97,4,664.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,139,266
92988954,1,192,193,8,593.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,35,145,270
92988954,1,288,289,12,6493.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,39,150,228
92988954,1,384,385,16,18806.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,42,91,232
92988954,1,480,481,20,25698.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,44,5,235
92988954,1,576,577,24,38416.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,18,0,0,47,9,10
92988954,1,719,719,29,58404.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,39,89,25
92989885,0,0,1,0,19.0,5,5,1,{},0,0,5,5,0,0,0,28,128,256
92989885,0,24,25,1,19.0,0,0,1,"{""COW"":2,""SHEEP"":2}",6,19,1,1,0,0,0,28,132,260
92989885,0,96,97,4,787.0,4,4,1,"{""COW"":2,""SHEEP"":2}",6,19,5,5,0,0,0,32,149,266
92989885,0,192,193,8,111.0,5,5,2,"{""COW"":4,""SHEEP"":2}",12,38,9,9,0,0,0,35,181,270
92989885,0,288,289,12,11480.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,8,6,0,38,206,171
92989885,0,384,385,16,21590.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,19,1,0,41,218,178
92989885,0,480,481,20,47434.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,24,1,0,44,179,184
92989885,0,576,577,24,63635.0,6,6,3,"{""COW"":8,""SHEEP"":6}",14,57,14,14,5,3,0,47,11,10
92989885,0,719,719,29,84277.0,11,11,3,"{""COW"":8,""SHEEP"":6}",14,4,0,0,0,0,0,40,49,25
92989885,1,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,28,128,256
92989885,1,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92989885,1,96,97,4,665.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,149,266
92989885,1,192,193,8,783.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,35,181,270
92989885,1,288,289,12,7659.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,38,206,171
92989885,1,384,385,16,27798.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,41,218,178
92989885,1,480,481,20,51109.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,44,179,184
92989885,1,576,577,24,74745.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,18,0,0,47,11,10
92989885,1,719,719,29,95732.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,40,49,25
92990803,0,0,1,0,27.0,4,4,1,{},0,0,4,4,0,0,0,29,128,256
92990803,0,24,25,1,26.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92990803,0,96,97,4,488.0,3,3,1,"{""COW"":1,""SHEEP"":3}",5,14,8,8,0,0,0,33,139,266
92990803,0,192,193,8,147.0,6,6,2,"{""COW"":5,""SHEEP"":3}",10,33,15,15,0,0,0,35,159,270
92990803,0,288,289,12,6424.0,8,8,3,"{""COW"":6,""SHEEP"":3}",12,61,25,25,15,0,0,37,179,228
92990803,0,384,385,16,20161.0,6,6,3,"{""COW"":6,""SHEEP"":3}",12,61,36,36,7,0,0,39,188,232
92990803,0,480,481,20,36375.0,7,7,3,"{""COW"":6,""SHEEP"":3}",12,61,48,48,9,0,0,42,45,235
92990803,0,576,577,24,50572.0,7,7,3,"{""COW"":7,""SHEEP"":3}",13,60,50,50,10,0,0,44,9,10
92990803,0,719,719,29,71647.0,10,10,3,"{""COW"":7,""SHEEP"":3}",13,1,0,0,0,0,0,28,60,25
92990803,1,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,29,128,256
92990803,1,24,25,1,0.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92990803,1,96,97,4,500.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,11,11,0,0,0,33,139,266
92990803,1,192,193,8,606.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,12,12,0,0,0,35,159,270
92990803,1,288,289,12,6788.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,37,179,228
92990803,1,384,385,16,17099.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,39,188,232
92990803,1,480,481,20,42915.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,42,45,235
92990803,1,576,577,24,60127.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,44,9,10
92990803,1,719,719,29,90269.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,1,0,0,0,0,0,28,60,25
92990814,0,0,1,0,19.0,5,5,1,{},0,0,5,5,0,0,0,28,128,256
92990814,0,24,25,1,19.0,0,0,1,"{""COW"":2,""SHEEP"":2}",6,19,1,1,0,0,0,28,132,260
92990814,0,96,97,4,787.0,4,4,1,"{""COW"":2,""SHEEP"":2}",6,19,5,5,0,0,0,32,139,266
92990814,0,192,193,8,111.0,5,5,2,"{""COW"":4,""SHEEP"":2}",12,38,9,9,0,0,0,35,159,270
92990814,0,288,289,12,11424.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,8,6,0,39,190,171
92990814,0,384,385,16,19015.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,19,1,0,43,217,178
92990814,0,480,481,20,42540.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,24,1,0,46,196,184
92990814,0,576,577,24,60245.0,6,6,3,"{""COW"":8,""SHEEP"":6}",14,57,14,14,5,3,0,49,68,10
92990814,0,719,719,29,76083.0,11,11,3,"{""COW"":8,""SHEEP"":6}",14,4,0,0,0,0,0,44,49,25
92990814,1,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,28,128,256
92990814,1,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92990814,1,96,97,4,665.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,139,266
92990814,1,192,193,8,783.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,35,159,270
92990814,1,288,289,12,7162.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,39,190,171
92990814,1,384,385,16,21264.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,43,217,178
92990814,1,480,481,20,46385.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,46,196,184
92990814,1,576,577,24,73922.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,18,0,0,49,68,10
92990814,1,719,719,29,91397.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,44,49,25
92991754,0,0,1,0,5.0,5,5,1,{},0,0,5,5,0,0,0,28,128,256
92991754,0,24,25,1,4.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92991754,0,96,97,4,656.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,149,266
92991754,0,192,193,8,909.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,35,173,270
92991754,0,288,289,12,8434.0,8,8,3,"{""COW"":9,""SHEEP"":4}",13,61,14,14,24,0,0,37,189,228
92991754,0,384,385,16,28995.0,5,5,3,"{""COW"":9,""SHEEP"":4}",13,61,14,14,24,0,0,39,187,232
92991754,0,480,481,20,49820.0,7,7,3,"{""COW"":9,""SHEEP"":5}",14,60,15,15,23,0,0,42,74,235
92991754,0,576,577,24,65461.0,6,6,3,"{""COW"":8,""SHEEP"":6}",14,58,15,15,23,0,0,44,11,10
92991754,0,719,719,29,88471.0,10,10,3,"{""COW"":8,""SHEEP"":6}",14,9,0,0,0,0,0,33,116,25
92991754,1,0,1,0,4.0,4,4,1,{},0,0,5,5,0,0,0,28,128,256
92991754,1,24,25,1,3.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92991754,1,96,97,4,655.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,149,266
92991754,1,192,193,8,907.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,35,173,270
92991754,1,288,289,12,8986.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,37,189,228
92991754,1,384,385,16,29394.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,39,187,232
92991754,1,480,481,20,53223.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,42,74,235
92991754,1,576,577,24,70191.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,18,0,0,44,11,10
92991754,1,719,719,29,93054.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,33,116,25
92992675,0,0,1,0,19.0,5,5,1,{},1,0,5,5,0,0,0,28,128,256
92992675,0,24,25,1,19.0,0,0,1,"{""COW"":2,""SHEEP"":2}",4,19,3,0,0,0,0,28,132,260
92992675,0,96,97,4,139.0,5,5,1,"{""COW"":3,""SHEEP"":2}",5,19,6,6,0,0,0,32,139,266
92992675,0,192,193,8,188.0,5,5,2,"{""COW"":6,""SHEEP"":3}",10,31,10,10,0,0,0,33,145,270
92992675,0,288,289,12,8960.0,5,5,4,"{""COW"":6,""SHEEP"":7}",13,55,23,17,16,0,0,37,151,171
92992675,0,384,385,16,26451.0,5,5,4,"{""COW"":6,""SHEEP"":10}",17,58,25,19,0,0,0,38,151,178
92992675,0,480,481,20,47974.0,5,5,4,"{""COW"":6,""SHEEP"":11}",17,68,29,23,20,0,0,40,5,99
92992675,0,576,577,24,64434.0,5,5,4,"{""COW"":6,""SHEEP"":11}",17,43,12,6,14,0,0,40,7,10
92992675,0,719,719,29,87289.0,8,8,4,"{""COW"":6,""SHEEP"":7}",17,4,0,0,0,0,0,29,43,25
92992675,1,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,28,128,256
92992675,1,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92992675,1,96,97,4,666.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,139,266
92992675,1,192,193,8,880.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,33,145,270
92992675,1,288,289,12,8222.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,37,151,171
92992675,1,384,385,16,26526.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,38,151,178
92992675,1,480,481,20,41008.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,40,5,99
92992675,1,576,577,24,46072.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,18,0,0,40,7,10
92992675,1,719,719,29,64697.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,29,43,25
92993619,0,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,28,128,256
92993619,0,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
92993619,0,96,97,4,664.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,149,266
92993619,0,192,193,8,598.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,11,11,0,0,0,35,173,270
92993619,0,288,289,12,6870.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,37,198,228
92993619,0,384,385,16,21102.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,39,204,232
92993619,0,480,481,20,48950.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,63,13,13,24,0,0,42,160,235
