episode_id,seat,team,opponent,reward,opponent_reward,outcome,margin,shops,first_diff_step,first_diff_components,diff_turns,diff_market_turns,diff_farmer_turns,diff_hand_turns,action_hash_24,action_hash_100,action_hash_200,action_hash_400,action_hash_719,unit_counts,sell_counts,buy_counts,hires,land_buys,final_assets,final_shed
92980531,1,道海孤舟,Tutti,52127.0,36199.0,W,15928.0,"[""PET_CAFE"",""BAKERY"",""SMOOTHIE_SHOP"",""PET_CAFE"",""FARMERS_MARKET"",""BRUNCH_SPOT"",""ICE_CREAM_SHOP"",""PET_CAFE""]",312,market,12,12,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,b8d13bf12e41bc80,edd545ba5c95b957,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92980601,0,Yogesh Jadhav,道海孤舟,41952.0,55388.0,L,-13436.0,"[""PET_CAFE"",""BRUNCH_SPOT"",""BRUNCH_SPOT"",""PET_CAFE"",""PET_CAFE"",""YARN_STORE"",""PET_CAFE"",""BAKERY""]",0,market,716,382,496,677,1c979e74071bb1cd,4424a9834acd53d3,e95ee56f6b099ed9,848fc4c6a049645f,0514ba3fac196caf,"{""BUILD_PASTURE"":14,""CARE"":307,""COLLECT_FERTILIZER"":293,""DIG"":27,""DROP"":53,""EAST"":649,""FEED"":300,""FERTILIZE"":84,""HARVEST"":354,""NORTH"":841,""PASS"":1032,""PICKUP"":145,""PLACE"":14,""PLANT"":174,""SOUTH"":508,""WATER"":920,""WEST"":917}","{""FERTILIZER"":209,""MELON"":144,""MILK"":213,""STRAWBERRY"":295,""WHEAT"":290,""WOOL"":148}","{""BUY_ANIMAL:COW"":8,""BUY_ANIMAL:SHEEP"":6,""BUY_PRODUCT:WHEAT"":266,""BUY_SEED:MELON"":24,""BUY_SEED:STRAWBERRY"":42,""BUY_SEED:WHEAT"":109}",262,2,"{""COW"":8,""SHEEP"":6,""WHEAT"":9}",{}
92980601,1,道海孤舟,Yogesh Jadhav,55388.0,41952.0,W,13436.0,"[""PET_CAFE"",""BRUNCH_SPOT"",""BRUNCH_SPOT"",""PET_CAFE"",""PET_CAFE"",""YARN_STORE"",""PET_CAFE"",""BAKERY""]",312,market,15,15,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,b8d13bf12e41bc80,ff8371c407cb3dbe,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92981479,0,Hamza Kanice,道海孤舟,100558.0,113364.0,L,-12806.0,"[""FARMERS_MARKET"",""PIZZA_SHOP"",""FARMERS_MARKET"",""ICE_CREAM_SHOP"",""FARMERS_MARKET"",""ICE_CREAM_SHOP"",""YARN_STORE"",""ICE_CREAM_SHOP""]",0,market,718,411,519,684,a4b2d624be2af2d7,285ad45917374dfd,c6e81122133ab8bf,8f621408d25dcdbe,f7492d64b20e7b86,"{""BUILD_PASTURE"":14,""CARE"":308,""COLLECT_FERTILIZER"":379,""DIG"":33,""DROP"":47,""EAST"":652,""FEED"":303,""FERTILIZE"":84,""HARVEST"":347,""NORTH"":838,""PASS"":913,""PICKUP"":143,""PLACE"":17,""PLANT"":169,""SOUTH"":525,""WATER"":893,""WEST"":903}","{""FERTILIZER"":212,""MELON"":144,""MILK"":223,""STRAWBERRY"":360,""WHEAT"":282,""WOOL"":148}","{""BUY_ANIMAL:COW"":8,""BUY_ANIMAL:SHEEP"":6,""BUY_PRODUCT:WHEAT"":299,""BUY_SEED:MELON"":24,""BUY_SEED:STRAWBERRY"":42,""BUY_SEED:WHEAT"":103}",259,2,"{""COW"":8,""SHEEP"":6,""WHEAT"":11}",{}
92981479,1,道海孤舟,Hamza Kanice,113364.0,100558.0,W,12806.0,"[""FARMERS_MARKET"",""PIZZA_SHOP"",""FARMERS_MARKET"",""ICE_CREAM_SHOP"",""FARMERS_MARKET"",""ICE_CREAM_SHOP"",""YARN_STORE"",""ICE_CREAM_SHOP""]",312,market,11,11,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,b8d13bf12e41bc80,4a927b82b12da136,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92982410,0,道海孤舟,Lester Leong,93802.0,82519.0,W,11283.0,"[""PIZZA_SHOP"",""PIZZA_SHOP"",""BAKERY"",""ICE_CREAM_SHOP"",""YARN_STORE"",""BRUNCH_SPOT"",""FARMERS_MARKET"",""SMOOTHIE_SHOP""]",216,market,19,19,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,4191cb43073e0ded,bc24923dfcdee64e,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92982410,1,Lester Leong,道海孤舟,82519.0,93802.0,L,-11283.0,"[""PIZZA_SHOP"",""PIZZA_SHOP"",""BAKERY"",""ICE_CREAM_SHOP"",""YARN_STORE"",""BRUNCH_SPOT"",""FARMERS_MARKET"",""SMOOTHIE_SHOP""]",0,market,717,380,497,677,1c979e74071bb1cd,4424a9834acd53d3,e95ee56f6b099ed9,be7091e5f01dba66,2da654febb9e981f,"{""BUILD_PASTURE"":14,""CARE"":308,""COLLECT_FERTILIZER"":296,""DIG"":27,""DROP"":56,""EAST"":655,""FEED"":300,""FERTILIZE"":84,""HARVEST"":360,""NORTH"":849,""PASS"":1010,""PICKUP"":145,""PLACE"":14,""PLANT"":174,""SOUTH"":513,""WATER"":925,""WEST"":923}","{""FERTILIZER"":212,""MELON"":144,""MILK"":214,""STRAWBERRY"":320,""WHEAT"":305,""WOOL"":148}","{""BUY_ANIMAL:COW"":8,""BUY_ANIMAL:SHEEP"":6,""BUY_PRODUCT:WHEAT"":266,""BUY_SEED:MELON"":24,""BUY_SEED:STRAWBERRY"":42,""BUY_SEED:WHEAT"":109}",263,2,"{""COW"":8,""SHEEP"":6,""WHEAT"":4}",{}
92983351,0,道海孤舟,Sai Teja Bandaru,101475.0,74370.0,W,27105.0,"[""FARMERS_MARKET"",""BRUNCH_SPOT"",""YARN_STORE"",""PET_CAFE"",""SMOOTHIE_SHOP"",""FARMERS_MARKET"",""PET_CAFE"",""BRUNCH_SPOT""]",311,market,12,12,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,9d0cce41985fe290,dfb0d07cde742d1d,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92983351,1,Sai Teja Bandaru,道海孤舟,74370.0,101475.0,L,-27105.0,"[""FARMERS_MARKET"",""BRUNCH_SPOT"",""YARN_STORE"",""PET_CAFE"",""SMOOTHIE_SHOP"",""FARMERS_MARKET"",""PET_CAFE"",""BRUNCH_SPOT""]",0,market,531,222,267,493,cac476d45c20d4d1,193a01506d3be711,7bd905e5be79d9b6,ff9b8a6e91d11251,f9a024acbf7295e6,"{""BUILD_PASTURE"":14,""CARE"":302,""COLLECT_FERTILIZER"":317,""DIG"":43,""DROP"":57,""EAST"":618,""FEED"":303,""FERTILIZE"":70,""HARVEST"":388,""NORTH"":914,""PASS"":1144,""PICKUP"":157,""PLACE"":14,""PLANT"":200,""SOUTH"":579,""WATER"":1004,""WEST"":897}","{""FERTILIZER"":247,""MELON"":114,""MILK"":222,""STRAWBERRY"":277,""WHEAT"":451,""WOOL"":143}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":5,""BUY_PRODUCT:WHEAT"":242,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":145}",280,2,"{""COW"":7,""SHEEP"":4,""WHEAT"":3}","{""WHEAT"":16}"
92984293,0,elegantangel (628700),道海孤舟,122841.0,135243.0,L,-12402.0,"[""ICE_CREAM_SHOP"",""ICE_CREAM_SHOP"",""BRUNCH_SPOT"",""PET_CAFE"",""ICE_CREAM_SHOP"",""BRUNCH_SPOT"",""PET_CAFE"",""YARN_STORE""]",0,market,717,380,497,677,1c979e74071bb1cd,4424a9834acd53d3,e95ee56f6b099ed9,9816d9e35bb57bdb,7d45c1da3240dbae,"{""BUILD_PASTURE"":14,""CARE"":308,""COLLECT_FERTILIZER"":296,""DIG"":27,""DROP"":56,""EAST"":655,""FEED"":300,""FERTILIZE"":84,""HARVEST"":360,""NORTH"":849,""PASS"":1010,""PICKUP"":145,""PLACE"":14,""PLANT"":174,""SOUTH"":513,""WATER"":925,""WEST"":923}","{""FERTILIZER"":212,""MELON"":144,""MILK"":214,""STRAWBERRY"":320,""WHEAT"":305,""WOOL"":148}","{""BUY_ANIMAL:COW"":8,""BUY_ANIMAL:SHEEP"":6,""BUY_PRODUCT:WHEAT"":266,""BUY_SEED:MELON"":24,""BUY_SEED:STRAWBERRY"":42,""BUY_SEED:WHEAT"":109}",263,2,"{""COW"":8,""SHEEP"":6,""WHEAT"":4}",{}
92984293,1,道海孤舟,elegantangel (628700),135243.0,122841.0,W,12402.0,"[""ICE_CREAM_SHOP"",""ICE_CREAM_SHOP"",""BRUNCH_SPOT"",""PET_CAFE"",""ICE_CREAM_SHOP"",""BRUNCH_SPOT"",""PET_CAFE"",""YARN_STORE""]",216,market,13,13,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,8ec6dcb31c6c8cb9,ce03993343cb0f9c,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92984546,0,道海孤舟,Kazuta MIZUTA,66802.0,59976.0,W,6826.0,"[""PIZZA_SHOP"",""BAKERY"",""YARN_STORE"",""BAKERY"",""PIZZA_SHOP"",""PET_CAFE"",""BAKERY"",""SMOOTHIE_SHOP""]",311,market,15,15,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,b3cf7b7a65f2a4a7,69693c961bd98445,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92984546,1,Kazuta MIZUTA,道海孤舟,59976.0,66802.0,L,-6826.0,"[""PIZZA_SHOP"",""BAKERY"",""YARN_STORE"",""BAKERY"",""PIZZA_SHOP"",""PET_CAFE"",""BAKERY"",""SMOOTHIE_SHOP""]",0,market,719,482,637,689,b261ee061fd067f5,029eeaa7f131213a,eb7ad042a84c296a,16ad8871f843aaf2,0e95ceb4bd1aab1c,"{""BUILD_PASTURE"":14,""CARE"":322,""COLLECT_FERTILIZER"":314,""DIG"":43,""DROP"":106,""EAST"":740,""FEED"":314,""FERTILIZE"":80,""HARVEST"":374,""NORTH"":904,""PASS"":812,""PICKUP"":167,""PLACE"":14,""PLANT"":158,""SOUTH"":638,""WATER"":922,""WEST"":978}","{""FERTILIZER"":233,""MELON"":144,""MILK"":237,""STRAWBERRY"":313,""WHEAT"":828,""WOOL"":164}","{""BUY_ANIMAL:COW"":8,""BUY_ANIMAL:SHEEP"":6,""BUY_PRODUCT:WHEAT"":980,""BUY_SEED:MELON"":24,""BUY_SEED:STRAWBERRY"":42,""BUY_SEED:WHEAT"":92}",277,2,"{""COW"":8,""SHEEP"":6}","{""FERTILIZER"":2}"
92985226,0,道海孤舟,Chirantan Bhardwaj,60324.0,44857.0,W,15467.0,"[""SMOOTHIE_SHOP"",""PET_CAFE"",""PET_CAFE"",""BAKERY"",""PET_CAFE"",""ICE_CREAM_SHOP"",""YARN_STORE"",""PET_CAFE""]",216,market,15,15,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,8ec6dcb31c6c8cb9,8b1a943d3b4aa5c8,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92985226,1,Chirantan Bhardwaj,道海孤舟,44857.0,60324.0,L,-15467.0,"[""SMOOTHIE_SHOP"",""PET_CAFE"",""PET_CAFE"",""BAKERY"",""PET_CAFE"",""ICE_CREAM_SHOP"",""YARN_STORE"",""PET_CAFE""]",0,market,716,382,496,677,1c979e74071bb1cd,4424a9834acd53d3,e95ee56f6b099ed9,17bced3563177fe7,df95e93cd4c3f407,"{""BUILD_PASTURE"":14,""CARE"":307,""COLLECT_FERTILIZER"":293,""DIG"":27,""DROP"":53,""EAST"":649,""FEED"":300,""FERTILIZE"":84,""HARVEST"":354,""NORTH"":841,""PASS"":1032,""PICKUP"":145,""PLACE"":14,""PLANT"":174,""SOUTH"":508,""WATER"":920,""WEST"":917}","{""FERTILIZER"":209,""MELON"":144,""MILK"":213,""STRAWBERRY"":295,""WHEAT"":290,""WOOL"":148}","{""BUY_ANIMAL:COW"":8,""BUY_ANIMAL:SHEEP"":6,""BUY_PRODUCT:WHEAT"":266,""BUY_SEED:MELON"":24,""BUY_SEED:STRAWBERRY"":42,""BUY_SEED:WHEAT"":109}",262,2,"{""COW"":8,""SHEEP"":6,""WHEAT"":9}",{}
92986205,0,道海孤舟,navazsh fathi,143802.0,129900.0,W,13902.0,"[""ICE_CREAM_SHOP"",""ICE_CREAM_SHOP"",""ICE_CREAM_SHOP"",""BAKERY"",""ICE_CREAM_SHOP"",""PIZZA_SHOP"",""YARN_STORE"",""ICE_CREAM_SHOP""]",216,market,17,17,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,8ec6dcb31c6c8cb9,3156cf2d9aa8a828,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92986205,1,navazsh fathi,道海孤舟,129900.0,143802.0,L,-13902.0,"[""ICE_CREAM_SHOP"",""ICE_CREAM_SHOP"",""ICE_CREAM_SHOP"",""BAKERY"",""ICE_CREAM_SHOP"",""PIZZA_SHOP"",""YARN_STORE"",""ICE_CREAM_SHOP""]",0,market,717,380,497,677,1c979e74071bb1cd,4424a9834acd53d3,e95ee56f6b099ed9,9816d9e35bb57bdb,c3ad2e924aac5337,"{""BUILD_PASTURE"":14,""CARE"":308,""COLLECT_FERTILIZER"":296,""DIG"":27,""DROP"":56,""EAST"":655,""FEED"":300,""FERTILIZE"":84,""HARVEST"":360,""NORTH"":849,""PASS"":1010,""PICKUP"":145,""PLACE"":14,""PLANT"":174,""SOUTH"":513,""WATER"":925,""WEST"":923}","{""FERTILIZER"":212,""MELON"":144,""MILK"":214,""STRAWBERRY"":320,""WHEAT"":305,""WOOL"":148}","{""BUY_ANIMAL:COW"":8,""BUY_ANIMAL:SHEEP"":6,""BUY_PRODUCT:WHEAT"":266,""BUY_SEED:MELON"":24,""BUY_SEED:STRAWBERRY"":42,""BUY_SEED:WHEAT"":109}",263,2,"{""COW"":8,""SHEEP"":6,""WHEAT"":4}",{}
92987093,0,X-xuhui,道海孤舟,51616.0,63625.0,L,-12009.0,"[""BAKERY"",""PIZZA_SHOP"",""FARMERS_MARKET"",""YARN_STORE"",""PET_CAFE"",""FARMERS_MARKET"",""BAKERY"",""PIZZA_SHOP""]",0,market,717,381,497,677,1c979e74071bb1cd,4424a9834acd53d3,e95ee56f6b099ed9,4f1adf2f42834852,87c428d8293834db,"{""BUILD_PASTURE"":14,""CARE"":309,""COLLECT_FERTILIZER"":296,""DIG"":27,""DROP"":56,""EAST"":655,""FEED"":300,""FERTILIZE"":84,""HARVEST"":360,""NORTH"":849,""PASS"":1006,""PICKUP"":145,""PLACE"":14,""PLANT"":174,""SOUTH"":513,""WATER"":928,""WEST"":923}","{""FERTILIZER"":212,""MELON"":144,""MILK"":213,""STRAWBERRY"":295,""WHEAT"":301,""WOOL"":148}","{""BUY_ANIMAL:COW"":8,""BUY_ANIMAL:SHEEP"":6,""BUY_PRODUCT:WHEAT"":266,""BUY_SEED:MELON"":24,""BUY_SEED:STRAWBERRY"":42,""BUY_SEED:WHEAT"":109}",263,2,"{""COW"":8,""SHEEP"":6,""WHEAT"":4}",{}
92987093,1,道海孤舟,X-xuhui,63625.0,51616.0,W,12009.0,"[""BAKERY"",""PIZZA_SHOP"",""FARMERS_MARKET"",""YARN_STORE"",""PET_CAFE"",""FARMERS_MARKET"",""BAKERY"",""PIZZA_SHOP""]",312,market,14,14,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,3d0f7ea5be5d82f5,d47feb9ece7503c8,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92988024,0,Nguyễn Hữu Công,道海孤舟,99566.0,120972.0,L,-21406.0,"[""BAKERY"",""ICE_CREAM_SHOP"",""SMOOTHIE_SHOP"",""SMOOTHIE_SHOP"",""PIZZA_SHOP"",""BRUNCH_SPOT"",""SMOOTHIE_SHOP"",""YARN_STORE""]",0,market,719,482,637,689,b261ee061fd067f5,029eeaa7f131213a,eb7ad042a84c296a,7f0212f5776c7af6,34eba2fe5a2f5b5e,"{""BUILD_PASTURE"":14,""CARE"":322,""COLLECT_FERTILIZER"":314,""DIG"":43,""DROP"":106,""EAST"":740,""FEED"":314,""FERTILIZE"":80,""HARVEST"":374,""NORTH"":904,""PASS"":812,""PICKUP"":167,""PLACE"":14,""PLANT"":158,""SOUTH"":638,""WATER"":922,""WEST"":978}","{""FERTILIZER"":233,""MELON"":144,""MILK"":237,""STRAWBERRY"":313,""WHEAT"":828,""WOOL"":164}","{""BUY_ANIMAL:COW"":8,""BUY_ANIMAL:SHEEP"":6,""BUY_PRODUCT:WHEAT"":980,""BUY_SEED:MELON"":24,""BUY_SEED:STRAWBERRY"":42,""BUY_SEED:WHEAT"":92}",277,2,"{""COW"":8,""SHEEP"":6}","{""FERTILIZER"":2}"
92988024,1,道海孤舟,Nguyễn Hữu Công,120972.0,99566.0,W,21406.0,"[""BAKERY"",""ICE_CREAM_SHOP"",""SMOOTHIE_SHOP"",""SMOOTHIE_SHOP"",""PIZZA_SHOP"",""BRUNCH_SPOT"",""SMOOTHIE_SHOP"",""YARN_STORE""]",312,market,12,12,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,b8d13bf12e41bc80,91849308b8bd85b5,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
92988954,0,MYOUCER,道海孤舟,45826.0,58404.0,L,-12578.0,"[""BAKERY"",""BAKERY"",""PIZZA_SHOP"",""YARN_STORE"",""FARMERS_MARKET"",""PET_CAFE"",""BRUNCH_SPOT"",""BRUNCH_SPOT""]",0,market,523,222,267,485,cac476d45c20d4d1,ee824f1c02a45c08,35d1b2e14be3112b,df86395f0bd72c67,19d3e0a7bde87046,"{""BUILD_PASTURE"":14,""CARE"":302,""COLLECT_FERTILIZER"":317,""DIG"":43,""DROP"":57,""EAST"":618,""FEED"":303,""FERTILIZE"":70,""HARVEST"":388,""NORTH"":914,""PASS"":1144,""PICKUP"":157,""PLACE"":14,""PLANT"":200,""SOUTH"":579,""WATER"":1004,""WEST"":897}","{""FERTILIZER"":247,""MELON"":114,""MILK"":222,""STRAWBERRY"":277,""WHEAT"":451,""WOOL"":143}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":5,""BUY_PRODUCT:WHEAT"":242,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":145}",280,2,"{""COW"":6,""SHEEP"":4,""WHEAT"":3}","{""WHEAT"":20}"
92988954,1,道海孤舟,MYOUCER,58404.0,45826.0,W,12578.0,"[""BAKERY"",""BAKERY"",""PIZZA_SHOP"",""YARN_STORE"",""FARMERS_MARKET"",""PET_CAFE"",""BRUNCH_SPOT"",""BRUNCH_SPOT""]",312,market,14,14,0,0,4750084d0f71023d,e005a8abbb639144,8288584f2403fe50,f1088f32acaea813,6723d059a3d8f054,"{""BUILD_PASTURE"":13,""CARE"":285,""COLLECT_FERTILIZER"":296,""DIG"":40,""DROP"":57,""EAST"":634,""FEED"":290,""FERTILIZE"":72,""HARVEST"":390,""NORTH"":838,""PASS"":994,""PICKUP"":135,""PLACE"":13,""PLANT"":199,""SOUTH"":553,""WATER"":1010,""WEST"":811}","{""FERTILIZER"":235,""MELON"":114,""MILK"":241,""STRAWBERRY"":286,""WHEAT"":455,""WOOL"":132}","{""BUY_ANIMAL:COW"":9,""BUY_ANIMAL:SHEEP"":4,""BUY_PRODUCT:WHEAT"":212,""BUY_SEED:MELON"":19,""BUY_SEED:STRAWBERRY"":37,""BUY_SEED:WHEAT"":148}",262,2,"{""COW"":9,""SHEEP"":4,""WHEAT"":1}",{}
